class,precision,recall,f1,support,class_accuracy,roc_auc
plate,0.8210526315789474,0.78,0.8,100,0.78,0.9483141414141414
poppy,0.7946428571428571,0.89,0.839622641509434,100,0.89,0.9744070707070708
porcupine,0.8260869565217391,0.76,0.7916666666666666,100,0.76,0.9423030303030303
possum,0.8367346938775511,0.82,0.8282828282828283,100,0.82,0.9352949494949496
rabbit,0.7938144329896907,0.77,0.7817258883248731,100,0.77,0.9183606060606061
raccoon,0.8297872340425532,0.78,0.8041237113402062,100,0.78,0.9075020202020203
ray,0.8105263157894737,0.77,0.7897435897435897,100,0.77,0.94670101010101
road,0.8315789473684211,0.79,0.8102564102564103,100,0.79,0.9444111111111112
rocket,0.7368421052631579,0.84,0.7850467289719626,100,0.84,0.9435636363636365
rose,0.8,0.8,0.8,100,0.8,0.9476080808080808
sea,0.8514851485148515,0.86,0.8557213930348259,100,0.86,0.9760888888888889
seal,0.8297872340425532,0.78,0.8041237113402062,100,0.78,0.9386818181818182
shark,0.780952380952381,0.82,0.8,100,0.82,0.946259595959596
shrew,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9430414141414142
skunk,0.8241758241758241,0.75,0.7853403141361257,100,0.75,0.926781818181818
skyscraper,0.85,0.85,0.85,100,0.85,0.9732181818181818
snail,0.8061224489795918,0.79,0.797979797979798,100,0.79,0.9402242424242424
snake,0.7864077669902912,0.81,0.7980295566502463,100,0.81,0.954270707070707
spider,0.8631578947368421,0.82,0.841025641025641,100,0.82,0.963040404040404
squirrel,0.7884615384615384,0.82,0.803921568627451,100,0.82,0.9563848484848485
streetcar,0.8775510204081632,0.86,0.8686868686868687,100,0.86,0.9806000000000001
sunflower,0.8977272727272727,0.79,0.8404255319148937,100,0.79,0.9468515151515151
sweet_pepper,0.9032258064516129,0.84,0.8704663212435233,100,0.84,0.9603030303030303
table,0.875,0.84,0.8571428571428571,100,0.84,0.9645858585858585
tank,0.7981651376146789,0.87,0.8325358851674641,100,0.87,0.9534636363636364
telephone,0.83,0.83,0.83,100,0.83,0.9651818181818183
television,0.7980769230769231,0.83,0.8137254901960784,100,0.83,0.9557454545454546
tiger,0.82,0.82,0.82,100,0.82,0.9426111111111111
tractor,0.7850467289719626,0.84,0.8115942028985508,100,0.84,0.9511515151515151
train,0.8484848484848485,0.84,0.8442211055276382,100,0.84,0.9656888888888889
trout,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9157151515151516
tulip,0.8041237113402062,0.78,0.7918781725888325,100,0.78,0.9428323232323232
turtle,0.8478260869565217,0.78,0.8125,100,0.78,0.923420202020202
wardrobe,0.8673469387755102,0.85,0.8585858585858586,100,0.85,0.9513878787878788
whale,0.7843137254901961,0.8,0.7920792079207921,100,0.8,0.9569969696969697
willow_tree,0.8316831683168316,0.84,0.835820895522388,100,0.84,0.945069696969697
wolf,0.78125,0.75,0.7653061224489796,100,0.75,0.9540717171717171
woman,0.8421052631578947,0.8,0.8205128205128205,100,0.8,0.93730202020202
worm,0.7373737373737373,0.73,0.7336683417085427,100,0.73,0.9267636363636363
macro_avg,0.818096112235851,0.8169000000000001,0.8167796592083243,10000,0.8169000000000001,0.9492672121212121
weighted_avg,0.8180961122358508,0.8169,0.8167796592083245,10000,0.8169000000000001,0.9492672121212119
overall,,,,10000,0.8169,0.9492672121212121
