class,precision,recall,f1,support,class_accuracy,roc_auc
plain,0.9072164948453608,0.88,0.8934010152284264,100,0.88,0.9603909090909091
plate,0.8476190476190476,0.89,0.8682926829268293,100,0.89,0.9753464646464646
poppy,0.8256880733944955,0.9,0.861244019138756,100,0.9,0.9724525252525251
porcupine,0.8617021276595744,0.81,0.8350515463917526,100,0.81,0.9469414141414141
possum,0.8529411764705882,0.87,0.8613861386138614,100,0.87,0.9458313131313132
rabbit,0.8791208791208791,0.8,0.837696335078534,100,0.8,0.9492232323232324
raccoon,0.839622641509434,0.89,0.8640776699029126,100,0.89,0.974740404040404
ray,0.8514851485148515,0.86,0.8557213930348259,100,0.86,0.9700565656565656
road,0.8947368421052632,0.85,0.8717948717948718,100,0.85,0.9750060606060607
rocket,0.8365384615384616,0.87,0.8529411764705882,100,0.87,0.9644373737373736
rose,0.8367346938775511,0.82,0.8282828282828283,100,0.82,0.9590757575757575
sea,0.8557692307692307,0.89,0.8725490196078431,100,0.89,0.9634
seal,0.826530612244898,0.81,0.8181818181818182,100,0.81,0.9338232323232323
shark,0.8421052631578947,0.8,0.8205128205128205,100,0.8,0.9421424242424242
shrew,0.8484848484848485,0.84,0.8442211055276382,100,0.84,0.9624353535353536
skunk,0.8269230769230769,0.86,0.8431372549019608,100,0.86,0.968509090909091
skyscraper,0.8181818181818182,0.9,0.8571428571428571,100,0.9,0.9833464646464647
snail,0.8913043478260869,0.82,0.8541666666666666,100,0.82,0.939009090909091
snake,0.8163265306122449,0.8,0.8080808080808081,100,0.8,0.9353262626262627
spider,0.8979591836734694,0.88,0.8888888888888888,100,0.88,0.9583434343434343
squirrel,0.8316831683168316,0.84,0.835820895522388,100,0.84,0.9685
streetcar,0.8936170212765957,0.84,0.865979381443299,100,0.84,0.9628838383838384
sunflower,0.9081632653061225,0.89,0.898989898989899,100,0.89,0.9577979797979796
sweet_pepper,0.845360824742268,0.82,0.8324873096446701,100,0.82,0.9378020202020203
table,0.8888888888888888,0.88,0.8844221105527639,100,0.88,0.9646010101010102
tank,0.8365384615384616,0.87,0.8529411764705882,100,0.87,0.9613656565656564
telephone,0.8285714285714286,0.87,0.848780487804878,100,0.87,0.9612878787878787
television,0.9157894736842105,0.87,0.8923076923076924,100,0.87,0.9607636363636364
tiger,0.8349514563106796,0.86,0.8472906403940886,100,0.86,0.9351343434343433
tractor,0.7924528301886793,0.84,0.8155339805825242,100,0.84,0.9243323232323233
train,0.8053097345132744,0.91,0.8544600938967136,100,0.91,0.9805161616161616
trout,0.8155339805825242,0.84,0.8275862068965517,100,0.84,0.9411696969696969
tulip,0.8736842105263158,0.83,0.8512820512820513,100,0.83,0.9706353535353535
turtle,0.8571428571428571,0.78,0.8167539267015707,100,0.78,0.9265929292929292
wardrobe,0.8411214953271028,0.9,0.8695652173913043,100,0.9,0.9793565656565657
whale,0.8529411764705882,0.87,0.8613861386138614,100,0.87,0.9752404040404041
willow_tree,0.8777777777777778,0.79,0.8315789473684211,100,0.79,0.9552474747474747
wolf,0.8,0.8,0.8,100,0.8,0.9617171717171717
woman,0.8556701030927835,0.83,0.8426395939086294,100,0.83,0.9556404040404041
worm,0.8017241379310345,0.93,0.8611111111111112,100,0.93,0.9679323232323233
macro_avg,0.8476362663622559,0.847,0.8467013292310475,10000,0.847,0.954948292929293
weighted_avg,0.8476362663622559,0.847,0.8467013292310472,10000,0.847,0.9549482929292928
overall,,,,10000,0.847,0.954948292929293
