class,precision,recall,f1,support,class_accuracy,roc_auc
maple_tree,0.7297297297297297,0.81,0.7677725118483413,100,0.81,0.9500111111111111
motorcycle,0.8085106382978723,0.76,0.7835051546391752,100,0.76,0.9561252525252525
mountain,0.7155963302752294,0.78,0.7464114832535885,100,0.78,0.9462292929292929
mouse,0.7604166666666666,0.73,0.7448979591836735,100,0.73,0.929879797979798
mushroom,0.7222222222222222,0.78,0.75,100,0.78,0.9415616161616163
oak_tree,0.78,0.78,0.78,100,0.78,0.9116464646464647
orange,0.8350515463917526,0.81,0.8223350253807107,100,0.81,0.944060606060606
orchid,0.8172043010752689,0.76,0.7875647668393783,100,0.76,0.9348383838383838
otter,0.7878787878787878,0.78,0.7839195979899497,100,0.78,0.9530979797979798
palm_tree,0.7735849056603774,0.82,0.7961165048543689,100,0.82,0.9444171717171717
pear,0.7090909090909091,0.78,0.7428571428571429,100,0.78,0.9248797979797979
pickup_truck,0.7619047619047619,0.8,0.7804878048780488,100,0.8,0.9606929292929292
pine_tree,0.8058252427184466,0.83,0.8177339901477833,100,0.83,0.9654525252525253
plain,0.7383177570093458,0.79,0.7632850241545893,100,0.79,0.9400777777777778
plate,0.7722772277227723,0.78,0.7761194029850746,100,0.78,0.9331252525252526
poppy,0.7722772277227723,0.78,0.7761194029850746,100,0.78,0.9490959595959596
porcupine,0.7708333333333334,0.74,0.7551020408163265,100,0.74,0.9368060606060606
possum,0.7692307692307693,0.7,0.7329842931937173,100,0.7,0.911040404040404
rabbit,0.7156862745098039,0.73,0.7227722772277227,100,0.73,0.9100828282828284
raccoon,0.8,0.72,0.7578947368421053,100,0.72,0.9261262626262625
ray,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.9584303030303031
road,0.8085106382978723,0.76,0.7835051546391752,100,0.76,0.9290727272727273
rocket,0.7475728155339806,0.77,0.7586206896551724,100,0.77,0.9254434343434343
rose,0.7192982456140351,0.82,0.7663551401869159,100,0.82,0.9492212121212121
sea,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9501505050505049
seal,0.75,0.72,0.7346938775510204,100,0.72,0.9542898989898989
shark,0.7525773195876289,0.73,0.7411167512690355,100,0.73,0.9130969696969697
shrew,0.75,0.72,0.7346938775510204,100,0.72,0.9294888888888889
skunk,0.7608695652173914,0.7,0.7291666666666666,100,0.7,0.9194818181818182
skyscraper,0.7884615384615384,0.82,0.803921568627451,100,0.82,0.9629757575757576
snail,0.8043478260869565,0.74,0.7708333333333334,100,0.74,0.9102212121212121
snake,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9336979797979799
spider,0.7526881720430108,0.7,0.7253886010362695,100,0.7,0.8988878787878787
squirrel,0.7117117117117117,0.79,0.7488151658767772,100,0.79,0.9335010101010102
streetcar,0.8,0.84,0.8195121951219512,100,0.84,0.9477939393939393
sunflower,0.7604166666666666,0.73,0.7448979591836735,100,0.73,0.9161777777777778
sweet_pepper,0.7522935779816514,0.82,0.784688995215311,100,0.82,0.9579858585858586
table,0.8514851485148515,0.86,0.8557213930348259,100,0.86,0.968789898989899
tank,0.7663551401869159,0.82,0.7922705314009661,100,0.82,0.948331313131313
telephone,0.7843137254901961,0.8,0.7920792079207921,100,0.8,0.9406717171717173
television,0.8076923076923077,0.84,0.8235294117647058,100,0.84,0.9661656565656566
tiger,0.7264150943396226,0.77,0.7475728155339806,100,0.77,0.922049494949495
tractor,0.8061224489795918,0.79,0.797979797979798,100,0.79,0.9404676767676767
train,0.7425742574257426,0.75,0.746268656716418,100,0.75,0.9432626262626264
trout,0.7676767676767676,0.76,0.7638190954773869,100,0.76,0.9331858585858587
tulip,0.7596153846153846,0.79,0.7745098039215687,100,0.79,0.9558373737373737
turtle,0.7319587628865979,0.71,0.7208121827411168,100,0.71,0.9385696969696969
wardrobe,0.7428571428571429,0.78,0.7609756097560976,100,0.78,0.9444979797979798
whale,0.7428571428571429,0.78,0.7609756097560976,100,0.78,0.9450535353535354
willow_tree,0.776595744680851,0.73,0.7525773195876289,100,0.73,0.916320202020202
wolf,0.8,0.76,0.7794871794871795,100,0.76,0.9396242424242425
woman,0.7222222222222222,0.65,0.6842105263157895,100,0.65,0.8888333333333334
worm,0.6857142857142857,0.72,0.7024390243902439,100,0.72,0.9038464646464646
macro_avg,0.7608645933645352,0.7598000000000001,0.7596630646465806,10000,0.7598000000000001,0.9320820000000001
weighted_avg,0.7608645933645353,0.7598,0.7596630646465805,10000,0.7598000000000001,0.932082
overall,,,,10000,0.7598,0.9320820000000001
