class,precision,recall,f1,support,class_accuracy,roc_auc
crocodile,0.89,0.89,0.89,100,0.89,0.9452080808080809
cup,0.8461538461538461,0.88,0.8627450980392157,100,0.88,0.9558959595959596
dinosaur,0.822429906542056,0.88,0.8502415458937198,100,0.88,0.9677111111111112
dolphin,0.8113207547169812,0.86,0.8349514563106796,100,0.86,0.919310101010101
elephant,0.7870370370370371,0.85,0.8173076923076923,100,0.85,0.9207898989898989
flatfish,0.8947368421052632,0.85,0.8717948717948718,100,0.85,0.9316444444444444
forest,0.8865979381443299,0.86,0.8730964467005076,100,0.86,0.9330747474747475
fox,0.9,0.81,0.8526315789473684,100,0.81,0.9027575757575758
girl,0.8421052631578947,0.8,0.8205128205128205,100,0.8,0.8955525252525252
hamster,0.8333333333333334,0.8,0.8163265306122449,100,0.8,0.9019585858585859
house,0.865979381443299,0.84,0.8527918781725888,100,0.84,0.9215858585858586
kangaroo,0.8404255319148937,0.79,0.8144329896907216,100,0.79,0.9069474747474747
keyboard,0.8737864077669902,0.9,0.8866995073891626,100,0.9,0.9563787878787879
lamp,0.8571428571428571,0.9,0.8780487804878049,100,0.9,0.9583656565656565
lawn_mower,0.8073394495412844,0.88,0.8421052631578947,100,0.88,0.9405969696969697
leopard,0.8461538461538461,0.88,0.8627450980392157,100,0.88,0.9331757575757575
lion,0.9285714285714286,0.78,0.8478260869565217,100,0.78,0.8828676767676769
lizard,0.9418604651162791,0.81,0.8709677419354839,100,0.81,0.9193191919191919
lobster,0.8316831683168316,0.84,0.835820895522388,100,0.84,0.9134959595959598
man,0.8829787234042553,0.83,0.8556701030927835,100,0.83,0.9254171717171717
maple_tree,0.8198198198198198,0.91,0.8625592417061612,100,0.91,0.9730878787878787
motorcycle,0.9306930693069307,0.94,0.9353233830845771,100,0.94,0.9614585858585858
mountain,0.8461538461538461,0.88,0.8627450980392157,100,0.88,0.9547686868686869
mouse,0.8469387755102041,0.83,0.8383838383838383,100,0.83,0.9337323232323234
mushroom,0.8363636363636363,0.92,0.8761904761904762,100,0.92,0.9683272727272726
oak_tree,0.8823529411764706,0.9,0.8910891089108911,100,0.9,0.9619989898989899
orange,0.8969072164948454,0.87,0.883248730964467,100,0.87,0.9343111111111111
orchid,0.8155339805825242,0.84,0.8275862068965517,100,0.84,0.9357848484848486
otter,0.875,0.84,0.8571428571428571,100,0.84,0.9403676767676767
palm_tree,0.8490566037735849,0.9,0.8737864077669902,100,0.9,0.9650141414141413
pear,0.8823529411764706,0.9,0.8910891089108911,100,0.9,0.9609191919191918
pickup_truck,0.8613861386138614,0.87,0.8656716417910447,100,0.87,0.9444959595959597
pine_tree,0.8055555555555556,0.87,0.8365384615384616,100,0.87,0.9390222222222221
plain,0.8725490196078431,0.89,0.8811881188118812,100,0.89,0.9435969696969697
plate,0.9047619047619048,0.95,0.926829268292683,100,0.95,0.9609313131313132
poppy,0.8541666666666666,0.82,0.8367346938775511,100,0.82,0.9169090909090908
porcupine,0.8080808080808081,0.8,0.8040201005025126,100,0.8,0.9364747474747473
possum,0.8217821782178217,0.83,0.8258706467661692,100,0.83,0.9163090909090911
rabbit,0.8064516129032258,0.75,0.7772020725388601,100,0.75,0.8760555555555557
raccoon,0.8349514563106796,0.86,0.8472906403940886,100,0.86,0.930389898989899
ray,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9247050505050505
road,0.8691588785046729,0.93,0.8985507246376812,100,0.93,0.9562888888888886
rocket,0.8543689320388349,0.88,0.8669950738916257,100,0.88,0.9429303030303031
rose,0.8461538461538461,0.88,0.8627450980392157,100,0.88,0.9627919191919192
sea,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.9366565656565657
seal,0.89,0.89,0.89,100,0.89,0.9359686868686868
shark,0.9072164948453608,0.88,0.8934010152284264,100,0.88,0.9554939393939395
shrew,0.8865979381443299,0.86,0.8730964467005076,100,0.86,0.9264252525252525
skunk,0.7941176470588235,0.81,0.801980198019802,100,0.81,0.918789898989899
skyscraper,0.9081632653061225,0.89,0.898989898989899,100,0.89,0.9680373737373738
snail,0.898989898989899,0.89,0.8944723618090452,100,0.89,0.9302323232323232
snake,0.9347826086956522,0.86,0.8958333333333334,100,0.86,0.9239939393939394
spider,0.85,0.85,0.85,100,0.85,0.9426565656565657
squirrel,0.8924731182795699,0.83,0.8601036269430051,100,0.83,0.933829292929293
streetcar,0.8846153846153846,0.92,0.9019607843137255,100,0.92,0.9723141414141414
sunflower,0.8571428571428571,0.84,0.8484848484848485,100,0.84,0.931551515151515
sweet_pepper,0.8611111111111112,0.93,0.8942307692307693,100,0.93,0.9698454545454545
table,0.8737864077669902,0.9,0.8866995073891626,100,0.9,0.9504131313131312
tank,0.8165137614678899,0.89,0.8516746411483254,100,0.89,0.9748484848484849
telephone,0.8585858585858586,0.85,0.8542713567839196,100,0.85,0.9512444444444446
television,0.9239130434782609,0.85,0.8854166666666666,100,0.85,0.9208040404040404
tiger,0.8556701030927835,0.83,0.8426395939086294,100,0.83,0.9130747474747474
tractor,0.822429906542056,0.88,0.8502415458937198,100,0.88,0.9637373737373737
train,0.8611111111111112,0.93,0.8942307692307693,100,0.93,0.9548353535353535
trout,0.8686868686868687,0.86,0.864321608040201,100,0.86,0.9427676767676767
tulip,0.8617021276595744,0.81,0.8350515463917526,100,0.81,0.9351777777777778
turtle,0.8316831683168316,0.84,0.835820895522388,100,0.84,0.9297070707070706
wardrobe,0.8878504672897196,0.95,0.9178743961352657,100,0.95,0.973510101010101
whale,0.8686868686868687,0.86,0.864321608040201,100,0.86,0.9305787878787878
willow_tree,0.8541666666666666,0.82,0.8367346938775511,100,0.82,0.9012535353535355
wolf,0.87,0.87,0.87,100,0.87,0.932310101010101
woman,0.8736842105263158,0.83,0.8512820512820513,100,0.83,0.9459767676767677
worm,0.8181818181818182,0.81,0.8140703517587939,100,0.81,0.9124212121212122
macro_avg,0.8611352200345496,0.8602,0.8600409298759619,10000,0.8602,0.9363045656565657
weighted_avg,0.8611352200345495,0.8602,0.8600409298759619,10000,0.8602,0.9363045656565657
overall,,,,10000,0.8602,0.9363045656565657
