class,precision,recall,f1,support,class_accuracy,roc_auc
forest,0.6902654867256637,0.78,0.7323943661971831,100,0.78,0.9385646464646464
fox,0.78,0.78,0.78,100,0.78,0.9259636363636363
girl,0.7549019607843137,0.77,0.7623762376237624,100,0.77,0.8850646464646466
hamster,0.7692307692307693,0.7,0.7329842931937173,100,0.7,0.9226888888888889
house,0.8314606741573034,0.74,0.783068783068783,100,0.74,0.9059111111111111
kangaroo,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9143797979797981
keyboard,0.8279569892473119,0.77,0.7979274611398963,100,0.77,0.9552888888888889
lamp,0.7941176470588235,0.81,0.801980198019802,100,0.81,0.9555434343434344
lawn_mower,0.75,0.84,0.7924528301886793,100,0.84,0.943820202020202
leopard,0.71,0.71,0.71,100,0.71,0.8740767676767677
lion,0.7941176470588235,0.81,0.801980198019802,100,0.81,0.8977282828282829
lizard,0.7938144329896907,0.77,0.7817258883248731,100,0.77,0.9133232323232324
lobster,0.7128712871287128,0.72,0.7164179104477612,100,0.72,0.8977626262626263
man,0.7692307692307693,0.7,0.7329842931937173,100,0.7,0.859049494949495
maple_tree,0.7604166666666666,0.73,0.7448979591836735,100,0.73,0.9111171717171718
motorcycle,0.8260869565217391,0.76,0.7916666666666666,100,0.76,0.9536595959595959
mountain,0.7383177570093458,0.79,0.7632850241545893,100,0.79,0.9319979797979796
mouse,0.8144329896907216,0.79,0.8020304568527918,100,0.79,0.924410101010101
mushroom,0.7653061224489796,0.75,0.7575757575757576,100,0.75,0.9082818181818183
oak_tree,0.672566371681416,0.76,0.7136150234741784,100,0.76,0.9217040404040404
orange,0.7789473684210526,0.74,0.7589743589743589,100,0.74,0.9201343434343434
orchid,0.8421052631578947,0.8,0.8205128205128205,100,0.8,0.9100292929292929
otter,0.7238095238095238,0.76,0.7414634146341463,100,0.76,0.920310101010101
palm_tree,0.7857142857142857,0.77,0.7777777777777778,100,0.77,0.928420202020202
pear,0.75,0.84,0.7924528301886793,100,0.84,0.9428787878787878
pickup_truck,0.7522935779816514,0.82,0.784688995215311,100,0.82,0.9563646464646465
pine_tree,0.7289719626168224,0.78,0.7536231884057971,100,0.78,0.8993616161616161
plain,0.6785714285714286,0.76,0.7169811320754716,100,0.76,0.9010535353535355
plate,0.8247422680412371,0.8,0.8121827411167513,100,0.8,0.9253595959595958
poppy,0.7663551401869159,0.82,0.7922705314009661,100,0.82,0.9512767676767676
porcupine,0.79,0.79,0.79,100,0.79,0.9165030303030303
possum,0.8404255319148937,0.79,0.8144329896907216,100,0.79,0.9156151515151515
rabbit,0.7009345794392523,0.75,0.7246376811594203,100,0.75,0.9114777777777777
raccoon,0.7264150943396226,0.77,0.7475728155339806,100,0.77,0.8980838383838384
ray,0.8229166666666666,0.79,0.8061224489795918,100,0.79,0.9349313131313133
road,0.8045977011494253,0.7,0.7486631016042781,100,0.7,0.8940505050505052
rocket,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9208525252525253
rose,0.7339449541284404,0.8,0.7655502392344498,100,0.8,0.9174080808080808
sea,0.7978723404255319,0.75,0.7731958762886598,100,0.75,0.9167232323232324
seal,0.7523809523809524,0.79,0.7707317073170732,100,0.79,0.9203888888888888
shark,0.7717391304347826,0.71,0.7395833333333334,100,0.71,0.8973494949494949
shrew,0.7684210526315789,0.73,0.7487179487179487,100,0.73,0.9108868686868687
skunk,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.8937454545454545
skyscraper,0.7378640776699029,0.76,0.7487684729064039,100,0.76,0.9022191919191921
snail,0.7525773195876289,0.73,0.7411167512690355,100,0.73,0.8991202020202019
snake,0.7816091954022989,0.68,0.7272727272727273,100,0.68,0.8896717171717172
spider,0.782608695652174,0.72,0.75,100,0.72,0.8776777777777779
squirrel,0.7676767676767676,0.76,0.7638190954773869,100,0.76,0.9339525252525253
streetcar,0.7735849056603774,0.82,0.7961165048543689,100,0.82,0.9435161616161616
sunflower,0.7431192660550459,0.81,0.7751196172248804,100,0.81,0.933088888888889
sweet_pepper,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.9071979797979798
table,0.8043478260869565,0.74,0.7708333333333334,100,0.74,0.913070707070707
tank,0.7570093457943925,0.81,0.782608695652174,100,0.81,0.9479242424242423
telephone,0.8315789473684211,0.79,0.8102564102564103,100,0.79,0.9149808080808081
television,0.8061224489795918,0.79,0.797979797979798,100,0.79,0.9601505050505051
tiger,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9028272727272728
tractor,0.7358490566037735,0.78,0.7572815533980582,100,0.78,0.9319171717171718
train,0.7582417582417582,0.69,0.7225130890052356,100,0.69,0.9127343434343433
trout,0.7326732673267327,0.74,0.736318407960199,100,0.74,0.9085929292929293
tulip,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9370484848484848
turtle,0.7722772277227723,0.78,0.7761194029850746,100,0.78,0.9246838383838384
wardrobe,0.797979797979798,0.79,0.7939698492462312,100,0.79,0.9116272727272728
whale,0.719626168224299,0.77,0.7439613526570048,100,0.77,0.9333707070707071
willow_tree,0.7938144329896907,0.77,0.7817258883248731,100,0.77,0.9264282828282828
wolf,0.8105263157894737,0.77,0.7897435897435897,100,0.77,0.9271555555555556
woman,0.7227722772277227,0.73,0.7263681592039801,100,0.73,0.9032727272727273
worm,0.6764705882352942,0.69,0.6831683168316832,100,0.69,0.8835060606060606
macro_avg,0.7647610669361457,0.7631,0.7631035560020681,10000,0.7631,0.9144714646464647
weighted_avg,0.7647610669361458,0.7631,0.763103556002068,10000,0.7631,0.9144714646464649
overall,,,,10000,0.7631,0.9144714646464647
