class,precision,recall,f1,support,class_accuracy,roc_auc
seal,0.7888888888888889,0.71,0.7473684210526316,100,0.71,0.9145383838383839
shark,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.9309939393939394
shrew,0.7291666666666666,0.7,0.7142857142857143,100,0.7,0.8975535353535354
skunk,0.7473684210526316,0.71,0.7282051282051282,100,0.71,0.9379989898989899
skyscraper,0.6990291262135923,0.72,0.7093596059113301,100,0.72,0.8927676767676769
snail,0.7934782608695652,0.73,0.7604166666666666,100,0.73,0.9055838383838385
snake,0.6739130434782609,0.62,0.6458333333333334,100,0.62,0.8907616161616162
spider,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9072939393939393
squirrel,0.7422680412371134,0.72,0.7309644670050761,100,0.72,0.8971282828282827
streetcar,0.7789473684210526,0.74,0.7589743589743589,100,0.74,0.9007989898989898
sunflower,0.7155963302752294,0.78,0.7464114832535885,100,0.78,0.9313232323232322
sweet_pepper,0.723404255319149,0.68,0.7010309278350515,100,0.68,0.9096161616161617
table,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.9404666666666667
tank,0.7476635514018691,0.8,0.7729468599033816,100,0.8,0.9078686868686869
telephone,0.7916666666666666,0.76,0.7755102040816326,100,0.76,0.9197161616161615
television,0.7619047619047619,0.8,0.7804878048780488,100,0.8,0.9516767676767676
tiger,0.7142857142857143,0.65,0.680628272251309,100,0.65,0.8789545454545455
tractor,0.77,0.77,0.77,100,0.77,0.94
train,0.6929824561403509,0.79,0.7383177570093458,100,0.79,0.9246101010101011
trout,0.6796116504854369,0.7,0.6896551724137931,100,0.7,0.9116656565656566
tulip,0.7314814814814815,0.79,0.7596153846153846,100,0.79,0.9216464646464646
turtle,0.6777777777777778,0.61,0.6421052631578947,100,0.61,0.88920101010101
wardrobe,0.7777777777777778,0.77,0.7738693467336684,100,0.77,0.8968070707070708
whale,0.7425742574257426,0.75,0.746268656716418,100,0.75,0.8860989898989899
willow_tree,0.7474747474747475,0.74,0.7437185929648241,100,0.74,0.8885858585858585
wolf,0.7741935483870968,0.72,0.7461139896373057,100,0.72,0.92450101010101
woman,0.7386363636363636,0.65,0.6914893617021277,100,0.65,0.8852959595959594
worm,0.6513761467889908,0.71,0.6794258373205742,100,0.71,0.9105757575757575
macro_avg,0.7350320153992622,0.7338999999999999,0.7334392541583696,10000,0.7338999999999999,0.907790595959596
weighted_avg,0.7350320153992621,0.7339,0.7334392541583696,10000,0.7338999999999999,0.9077905959595961
overall,,,,10000,0.7339,0.907790595959596
