class,precision,recall,f1,support,class_accuracy,roc_auc
n09332890,0.6538461538461539,0.68,0.6666666666666666,50,0.68,0.9051396984924623
n02481823,0.6078431372549019,0.62,0.6138613861386139,50,0.62,0.8832221105527638
n03902125,0.7058823529411765,0.72,0.7128712871287128,50,0.72,0.9245427135678391
n03404251,0.6181818181818182,0.68,0.6476190476190476,50,0.68,0.9060381909547739
n09193705,0.7073170731707317,0.58,0.6373626373626373,50,0.58,0.8738733668341708
n03637318,0.5625,0.72,0.631578947368421,50,0.72,0.9091115577889447
n04456115,0.6428571428571429,0.54,0.5869565217391305,50,0.54,0.8305165829145729
n02666196,0.62,0.62,0.62,50,0.62,0.9017587939698493
n03796401,0.66,0.66,0.66,50,0.66,0.9228844221105527
n02795169,0.6727272727272727,0.74,0.7047619047619048,50,0.74,0.9502954773869347
n02123045,0.7111111111111111,0.64,0.6736842105263158,50,0.64,0.9390653266331659
n01855672,0.6666666666666666,0.76,0.7102803738317757,50,0.76,0.9335839195979899
n01882714,0.5490196078431373,0.56,0.5544554455445545,50,0.56,0.8908180904522612
n02917067,0.5961538461538461,0.62,0.6078431372549019,50,0.62,0.893732663316583
n02988304,0.7346938775510204,0.72,0.7272727272727273,50,0.72,0.8913829145728643
n04398044,0.6363636363636364,0.7,0.6666666666666666,50,0.7,0.9184502512562813
n02843684,0.7222222222222222,0.52,0.6046511627906976,50,0.52,0.786713567839196
n02423022,0.576271186440678,0.68,0.6238532110091743,50,0.68,0.8993226130653267
n02669723,0.6470588235294118,0.66,0.6534653465346535,50,0.66,0.9331356783919598
n04465501,0.717948717948718,0.56,0.6292134831460674,50,0.56,0.8709688442211055
n02165456,0.66,0.66,0.66,50,0.66,0.9208542713567839
n03770439,0.5957446808510638,0.56,0.5773195876288659,50,0.56,0.8761306532663317
n02099601,0.6923076923076923,0.72,0.7058823529411765,50,0.72,0.9228402010050252
n04486054,0.6896551724137931,0.8,0.7407407407407407,50,0.8,0.9590592964824121
n02950826,0.6170212765957447,0.58,0.5979381443298969,50,0.58,0.8659718592964823
n03814639,0.7142857142857143,0.7,0.7070707070707071,50,0.7,0.8896241206030151
n04259630,0.6097560975609756,0.5,0.5494505494505495,50,0.5,0.8520944723618091
n03424325,0.6727272727272727,0.74,0.7047619047619048,50,0.74,0.907051256281407
n02948072,0.6521739130434783,0.6,0.625,50,0.6,0.859843216080402
n03179701,0.6666666666666666,0.72,0.6923076923076923,50,0.72,0.8946874371859296
n03400231,0.673469387755102,0.66,0.6666666666666666,50,0.66,0.940721608040201
n02206856,0.7441860465116279,0.64,0.6881720430107527,50,0.64,0.9187819095477386
n03160309,0.6511627906976745,0.56,0.6021505376344086,50,0.56,0.9122291457286431
n01984695,0.6888888888888889,0.62,0.6526315789473685,50,0.62,0.9186894472361808
n03977966,0.6206896551724138,0.72,0.6666666666666666,50,0.72,0.9191075376884422
n03584254,0.7,0.7,0.7,50,0.7,0.9092763819095477
n04023962,0.5957446808510638,0.56,0.5773195876288659,50,0.56,0.9098512562814071
n02814860,0.6071428571428571,0.68,0.6415094339622641,50,0.68,0.9115477386934674
n01910747,0.6086956521739131,0.56,0.5833333333333334,50,0.56,0.857089447236181
n04596742,0.5272727272727272,0.58,0.5523809523809524,50,0.58,0.8788221105527638
n03992509,0.6346153846153846,0.66,0.6470588235294118,50,0.66,0.941945728643216
n04133789,0.8536585365853658,0.7,0.7692307692307693,50,0.7,0.9204623115577889
n03937543,0.6153846153846154,0.48,0.5393258426966292,50,0.48,0.8628924623115577
n02927161,0.6981132075471698,0.74,0.7184466019417476,50,0.74,0.9208100502512563
n01945685,0.7333333333333333,0.66,0.6947368421052632,50,0.66,0.9312261306532663
n02395406,0.6346153846153846,0.66,0.6470588235294118,50,0.66,0.897489447236181
n02125311,0.7,0.7,0.7,50,0.7,0.9271778894472361
n03126707,0.6,0.66,0.6285714285714286,50,0.66,0.8961025125628141
n04532106,0.6666666666666666,0.56,0.6086956521739131,50,0.56,0.8580703517587939
n02268443,0.64,0.64,0.64,50,0.64,0.8981306532663317
n02977058,0.72,0.72,0.72,50,0.72,0.9254170854271357
n07734744,0.6458333333333334,0.62,0.6326530612244898,50,0.62,0.9004201005025125
n03599486,0.68,0.68,0.68,50,0.68,0.8946311557788944
n04562935,0.7254901960784313,0.74,0.7326732673267327,50,0.74,0.9153869346733667
n03014705,0.7017543859649122,0.8,0.7476635514018691,50,0.8,0.9637527638190955
n04251144,0.5892857142857143,0.66,0.6226415094339622,50,0.66,0.9503879396984924
n04356056,0.6923076923076923,0.72,0.7058823529411765,50,0.72,0.927991959798995
n02190166,0.6904761904761905,0.58,0.6304347826086957,50,0.58,0.8775437185929649
n03670208,0.6792452830188679,0.72,0.6990291262135923,50,0.72,0.9362773869346734
n02002724,0.7254901960784313,0.74,0.7326732673267327,50,0.74,0.9463678391959799
n02074367,0.8125,0.78,0.7959183673469388,50,0.78,0.9423236180904523
n04285008,0.7169811320754716,0.76,0.7378640776699029,50,0.76,0.959372864321608
n04560804,0.5964912280701754,0.68,0.6355140186915887,50,0.68,0.890643216080402
n04366367,0.6666666666666666,0.64,0.6530612244897959,50,0.64,0.9123939698492463
n02403003,0.6521739130434783,0.6,0.625,50,0.6,0.8900522613065327
n07615774,0.66,0.66,0.66,50,0.66,0.9032180904522613
n04501370,0.64,0.64,0.64,50,0.64,0.9397567839195979
n03026506,0.625,0.6,0.6122448979591837,50,0.6,0.91198391959799
n02906734,0.6530612244897959,0.64,0.6464646464646465,50,0.64,0.9246351758793969
n01770393,0.576271186440678,0.68,0.6238532110091743,50,0.68,0.9489366834170854
n04597913,0.6382978723404256,0.6,0.6185567010309279,50,0.6,0.9151819095477387
n03930313,0.74,0.74,0.74,50,0.74,0.9680824120603015
n04118538,0.6530612244897959,0.64,0.6464646464646465,50,0.64,0.9193708542713568
n04179913,0.5573770491803278,0.68,0.6126126126126126,50,0.68,0.935137688442211
n04311004,0.6666666666666666,0.64,0.6530612244897959,50,0.64,0.8728763819095477
n02123394,0.6739130434782609,0.62,0.6458333333333334,50,0.62,0.9461527638190954
n04070727,0.6610169491525424,0.78,0.7155963302752294,50,0.78,0.9413407035175879
n02793495,0.7391304347826086,0.68,0.7083333333333334,50,0.68,0.9134773869346734
n02730930,0.7272727272727273,0.8,0.7619047619047619,50,0.8,0.9658391959798994
n02094433,0.6808510638297872,0.64,0.6597938144329897,50,0.64,0.8948060301507538
n04371430,0.6153846153846154,0.64,0.6274509803921569,50,0.64,0.9221849246231155
n04328186,0.603448275862069,0.7,0.6481481481481481,50,0.7,0.9267236180904525
n03649909,0.7872340425531915,0.74,0.7628865979381443,50,0.74,0.9579195979899496
n04417672,0.717948717948718,0.56,0.6292134831460674,50,0.56,0.8837005025125628
n03388043,0.6666666666666666,0.84,0.7433628318584071,50,0.84,0.9509487437185931
n01774384,0.775,0.62,0.6888888888888889,50,0.62,0.8986733668341709
n02837789,0.6981132075471698,0.74,0.7184466019417476,50,0.74,0.9435557788944724
n07579787,0.6491228070175439,0.74,0.6915887850467289,50,0.74,0.927608040201005
n04399382,0.6530612244897959,0.64,0.6464646464646465,50,0.64,0.8971939698492462
n02791270,0.5961538461538461,0.62,0.6078431372549019,50,0.62,0.8650331658291458
n03089624,0.6545454545454545,0.72,0.6857142857142857,50,0.72,0.9192522613065326
n02814533,0.574468085106383,0.54,0.5567010309278351,50,0.54,0.9079879396984925
n04149813,0.6595744680851063,0.62,0.6391752577319587,50,0.62,0.8775256281407036
n07747607,0.6666666666666666,0.68,0.6732673267326733,50,0.68,0.8868321608040199
n03355925,0.5892857142857143,0.66,0.6226415094339622,50,0.66,0.8999216080402009
n01983481,0.7209302325581395,0.62,0.6666666666666666,50,0.62,0.8671356783919598
n04487081,0.6428571428571429,0.72,0.6792452830188679,50,0.72,0.9334673366834171
n03250847,0.6037735849056604,0.64,0.6213592233009708,50,0.64,0.9191015075376885
n03255030,0.6938775510204082,0.68,0.6868686868686869,50,0.68,0.92078391959799
n02892201,0.6382978723404256,0.6,0.6185567010309279,50,0.6,0.8681386934673367
n02883205,0.55,0.66,0.6,50,0.66,0.9197246231155779
n03100240,0.7083333333333334,0.68,0.6938775510204082,50,0.68,0.898840201005025
n02415577,0.6724137931034483,0.78,0.7222222222222222,50,0.78,0.9183859296482413
n02480495,0.7083333333333334,0.68,0.6938775510204082,50,0.68,0.9219115577889447
n01698640,0.7090909090909091,0.78,0.7428571428571429,50,0.78,0.9314954773869347
n01784675,0.5961538461538461,0.62,0.6078431372549019,50,0.62,0.9065507537688443
n04376876,0.6274509803921569,0.64,0.6336633663366337,50,0.64,0.8984964824120604
n03444034,0.7,0.7,0.7,50,0.7,0.9224502512562814
n01917289,0.7333333333333333,0.66,0.6947368421052632,50,0.66,0.903662311557789
n01950731,0.6792452830188679,0.72,0.6990291262135923,50,0.72,0.9475396984924623
n03042490,0.6428571428571429,0.54,0.5869565217391305,50,0.54,0.90398391959799
n07711569,0.6610169491525424,0.78,0.7155963302752294,50,0.78,0.9307517587939699
n04532670,0.6875,0.66,0.673469387755102,50,0.66,0.8877849246231155
n03763968,0.6808510638297872,0.64,0.6597938144329897,50,0.64,0.8849688442211056
n07768694,0.7045454545454546,0.62,0.6595744680851063,50,0.62,0.8869829145728643
n02999410,0.6,0.6,0.6,50,0.6,0.8968663316582915
n03617480,0.6440677966101694,0.76,0.6972477064220184,50,0.76,0.9234954773869347
n06596364,0.8,0.88,0.8380952380952381,50,0.88,0.95481608040201
n01768244,0.6595744680851063,0.62,0.6391752577319587,50,0.62,0.8598733668341708
n02410509,0.6296296296296297,0.68,0.6538461538461539,50,0.68,0.9516301507537688
n03976657,0.6666666666666666,0.68,0.6732673267326733,50,0.68,0.9135557788944724
n01742172,0.6,0.6,0.6,50,0.6,0.9120663316582914
n03980874,0.7209302325581395,0.62,0.6666666666666666,50,0.62,0.9154613065326633
n02808440,0.6744186046511628,0.58,0.6236559139784946,50,0.58,0.8511778894472362
n02226429,0.7045454545454546,0.62,0.6595744680851063,50,0.62,0.9190412060301507
n02231487,0.5,0.56,0.5283018867924528,50,0.56,0.904791959798995
n02085620,0.7291666666666666,0.7,0.7142857142857143,50,0.7,0.9140804020100503
n01644900,0.6545454545454545,0.72,0.6857142857142857,50,0.72,0.9516603015075378
n02129165,0.6829268292682927,0.56,0.6153846153846154,50,0.56,0.8616301507537688
n02699494,0.6730769230769231,0.7,0.6862745098039216,50,0.7,0.9004984924623117
n03837869,0.723404255319149,0.68,0.7010309278350515,50,0.68,0.9166412060301508
n02815834,0.6909090909090909,0.76,0.7238095238095238,50,0.76,0.9333668341708543
n07720875,0.8048780487804879,0.66,0.7252747252747253,50,0.66,0.8871859296482412
n02788148,0.5740740740740741,0.62,0.5961538461538461,50,0.62,0.8594412060301507
n02909870,0.7045454545454546,0.62,0.6595744680851063,50,0.62,0.8965929648241207
n03706229,0.6610169491525424,0.78,0.7155963302752294,50,0.78,0.9091638190954773
n07871810,0.5849056603773585,0.62,0.6019417475728155,50,0.62,0.9242211055276381
n03447447,0.72,0.72,0.72,50,0.72,0.9379718592964824
n02113799,0.6666666666666666,0.8,0.7272727272727273,50,0.8,0.9548804020100502
n12267677,0.6,0.54,0.5684210526315789,50,0.54,0.8378854271356784
n03662601,0.7083333333333334,0.68,0.6938775510204082,50,0.68,0.9600804020100503
n02841315,0.6666666666666666,0.68,0.6732673267326733,50,0.68,0.902611055276382
n07715103,0.7058823529411765,0.72,0.7128712871287128,50,0.72,0.9333065326633166
n02504458,0.5714285714285714,0.64,0.6037735849056604,50,0.64,0.9145527638190954
macro_avg,0.6514267367698335,0.6487,0.6480312490330956,10000,0.6487,0.9132238090452262
weighted_avg,0.6514267367698335,0.6514267367698335,0.6480312490330956,10000,0.6487,0.9132238090452262
overall,,,,10000,0.6487,0.9132238090452262
